timestamp,inference_ms,loss_score,is_anomaly
1773573019.46306,0.538588,1.7850898504257202,1
1773573019.886928,0.540385,9.515892028808594,1
1773573019.898318,0.553625,1.7850898504257202,1
1773573020.3222518,0.629883,14.518091201782227,1
1773573020.3334925,0.561274,1.7850898504257202,1
1773573020.7573583,0.563107,19.51704978942871,1
1773573020.7687702,0.550514,1.9851019382476807,1
1773573021.192677,0.568273,24.515409469604492,1
1773573021.204003,0.553736,1.9851019382476807,1
1773573021.6278358,0.561107,29.513635635375977,1
1773573021.6390772,0.540551,1.9851019382476807,1
1773573022.0630114,0.540292,34.511993408203125,1
1773573022.0743654,0.564292,1.9851019382476807,1
1773573022.4981868,0.629958,39.51041793823242,1
1773573022.5094724,0.542348,1.9851019382476807,1
1773573022.9335208,0.567606,44.509151458740234,1
1773573022.9447632,0.551125,1.9851019382476807,1
1773573023.3688965,0.558329,49.508148193359375,1
1773573023.380046,0.547848,1.9851019382476807,1
1773573023.8039818,0.560959,3.4962899684906006,1
1773573023.815242,0.546569,2.1851112842559814,1
1773573024.2392125,0.532033,8.519680976867676,1
1773573024.2504983,0.53731,2.1851112842559814,1
1773573024.6743712,0.561199,13.517247200012207,1
1773573024.6856763,0.552662,2.1851112842559814,1
1773573025.1095936,0.563496,18.517736434936523,1
1773573025.1209507,0.560218,2.1851112842559814,1
1773573025.5448804,0.554754,23.516782760620117,1
1773573025.5554793,0.488515,2.1851112842559814,1
1773573025.9800882,0.567569,28.51534080505371,1
1773573025.9913447,0.532959,2.1851112842559814,1
1773573026.4152784,0.556569,33.51387405395508,1
1773573026.4265332,0.519644,2.1851112842559814,1
1773573026.8504333,0.556328,38.51237487792969,1
1773573026.8617697,0.60318,2.1851112842559814,1
1773573027.28575,0.603458,43.51104736328125,1
1773573027.2969463,0.502903,2.3851191997528076,1
1773573027.720933,0.572403,48.509822845458984,1
1773573027.7322738,0.551773,2.3851191997528076,1
1773573028.156239,0.565088,2.4148073196411133,1
1773573028.1672533,0.458145,2.3851191997528076,1
1773573028.5913324,0.552791,7.516696929931641,1
1773573028.6027539,0.591661,2.3851191997528076,1
1773573029.0264487,0.501959,12.514937400817871,1
1773573029.03778,0.560143,2.3851191997528076,1
1773573029.461756,0.590125,17.517480850219727,1
1773573029.4730473,0.55094,2.3851191997528076,1
1773573029.8969676,0.563181,22.517353057861328,1
1773573029.9082778,0.546921,2.3851191997528076,1
1773573030.3323314,0.578847,27.5165958404541,1
1773573030.3434024,0.513718,2.5851259231567383,1
1773573030.7673972,0.552625,32.51529312133789,1
1773573030.7786732,0.512774,2.5851259231567383,1
1773573031.2027712,0.562162,37.514060974121094,1
1773573031.2140083,0.613791,2.5851259231567383,1
1773573031.6379225,0.606809,42.51268005371094,1
1773573031.649265,0.553384,2.5851259231567383,1
1773573032.0732749,0.577217,47.51156997680664,1
1773573032.0846255,0.567051,2.5851259231567383,1
1773573032.5084543,0.564996,52.5103874206543,1
1773573032.5197484,0.537477,2.5851259231567383,1
1773573032.9435527,0.538996,6.504779815673828,1
1773573032.954842,0.539237,2.5851259231567383,1
1773573033.3788445,0.548495,11.517311096191406,1
1773573033.3900902,0.631624,2.7851312160491943,1
1773573033.8138502,0.534162,16.51663589477539,1
1773573033.8252783,0.557792,2.7851312160491943,1
1773573034.249231,0.573014,21.51755714416504,1
1773573034.260572,0.559106,2.7851312160491943,1
1773573034.6843786,0.56531,26.517080307006836,1
1773573034.6956692,0.536422,2.7851312160491943,1
1773573035.1197248,0.545125,31.516462326049805,1
1773573035.1310155,0.52644,2.7851312160491943,1
1773573035.5546718,0.545292,36.515254974365234,1
1773573035.5660684,0.609958,2.7851312160491943,1
1773573035.9898107,0.589236,41.51420974731445,1
1773573036.0012267,0.555384,2.7851312160491943,1
1773573036.425111,0.565828,46.512935638427734,1
1773573036.4364927,0.548495,2.9851362705230713,1
1773573036.8603253,0.565458,51.51192092895508,1
1773573036.87238,0.563328,2.9851362705230713,1
1773573037.2956016,0.55607,5.503693580627441,1
1773573037.306804,0.545514,2.9851362705230713,1
1773573037.7305982,0.510922,10.519628524780273,1
1773573037.741684,0.537514,2.9851362705230713,1
1773573038.1658883,0.612383,15.514355659484863,1
1773573038.1771483,0.548218,2.9851362705230713,1
1773573038.6010091,0.553273,20.517009735107422,1
1773573038.6124623,0.543384,2.9851362705230713,1
1773573039.0364218,0.577847,25.51754379272461,1
1773573039.0479074,0.555977,2.9851362705230713,1
1773573039.4714344,0.540458,30.51688003540039,1
1773573039.4828112,0.537699,3.1851401329040527,1
1773573039.906658,0.548458,35.51628875732422,1
1773573039.9178443,0.524663,3.1851401329040527,1
1773573040.3418329,0.530551,40.515220642089844,1
1773573040.3531773,0.541643,3.1851401329040527,1
1773573040.7770324,0.554274,45.51433181762695,1
1773573040.7884336,0.544107,3.1851401329040527,1
1773573041.2124858,0.566773,50.51314926147461,1
1773573041.2237558,0.535718,3.1851401329040527,1
1773573041.6475797,0.553551,4.4954986572265625,1
1773573041.6589775,0.560273,3.1851401329040527,1
1773573042.082813,0.548792,9.512857437133789,1
1773573042.0938547,0.614995,3.1851401329040527,1
1773573042.517993,0.56794,14.516377449035645,1
1773573042.529346,0.562847,3.1851401329040527,1
1773573042.9532313,0.564866,19.51610565185547,1
1773573042.9645274,0.551569,3.385143995285034,1
